ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location\
11012772,JA342135,07/09/2017 08:00:00 PM,003XX E ILLINOIS ST,0810,THEFT,OVER $500,SIDEWALK,false,false,1834,018,42,8,06,,,2017,07/16/2017 03:51:39 PM,,,\
10211567,HY357491,07/27/2015 09:00:00 AM,100XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,true,false,1651,016,41,76,18,,,2015,06/04/2016 03:47:07 PM,,,\
11014200,JA344019,07/09/2017 07:00:00 PM,007XX W BUENA AVE,0810,THEFT,OVER $500,STREET,false,false,1915,019,46,3,06,,,2017,07/16/2017 03:51:39 PM,,,\
10249136,HY296399,06/11/2015 06:00:00 AM,033XX W MARQUETTE RD,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE PORCH/HALLWAY,true,false,0831,008,15,66,18,,,2015,06/04/2016 03:47:07 PM,,,\
11246636,JB173230,10/01/2017 09:00:00 AM,049XX S FORRESTVILLE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0223,002,4,38,11,,,2017,03/05/2018 03:57:45 PM,,,\
11246608,JB173159,09/29/2017 08:00:00 PM,009XX W LELAND AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,1914,019,46,3,08B,,,2017,03/05/2018 03:57:45 PM,,,\
11246961,JB173678,09/30/2017 05:00:00 PM,028XX W BELLE PLAINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,true,1724,017,33,16,07,,,2017,03/05/2018 03:57:45 PM,,,\
11246174,JB172412,02/26/2018 09:45:00 PM,039XX W Diversey Ave,0820,THEFT,$500 AND UNDER,STREET,false,false,2524,025,30,22,06,,,2018,03/05/2018 03:57:45 PM,,,\
11246819,JB173479,01/01/2017 12:01:00 AM,045XX S LAWLER AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0814,008,23,56,06,,,2017,03/05/2018 03:57:45 PM,,,\
11247014,JB173454,12/23/2017 08:20:00 PM,016XX W HOWARD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,false,false,2422,024,49,1,11,,,2017,03/05/2018 03:57:45 PM,,,\
11246573,JB170913,12/31/2017 10:25:00 PM,005XX W OHARE ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",AIRPORT VENDING ESTABLISHMENT,false,false,1654,016,41,76,11,,,2017,03/05/2018 03:57:45 PM,,,\
11247018,JB173505,11/30/2017 08:00:00 AM,011XX S DELANO CT W,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0123,001,2,32,06,,,2017,03/05/2018 03:57:45 PM,,,\
11246651,JB173154,06/15/2017 10:00:00 AM,052XX W SEMINOLE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1621,016,45,11,11,,,2017,03/05/2018 03:57:45 PM,,,\
11019109,JA349243,04/11/2011 09:00:00 AM,024XX E 74TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0334,003,7,43,11,,,2011,07/16/2017 03:51:39 PM,,,\
11246854,JB173519,05/01/2017 03:00:00 PM,104XX S GREEN ST,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE-GARAGE,false,false,2233,022,34,73,17,,,2017,03/05/2018 03:57:45 PM,,,\
11246749,JB173396,07/10/2017 09:00:00 AM,066XX N FRANCISCO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2412,024,50,2,26,,,2017,03/05/2018 03:57:45 PM,,,\
10350022,HY533081,12/11/2015 11:35:37 AM,054XX S SEELEY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,true,false,0932,009,16,61,18,,,2015,07/09/2016 03:47:38 PM,,,\
10145496,HY334421,01/01/2009 12:00:00 AM,022XX N KENNETH AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,false,true,2522,025,31,20,20,,,2009,08/17/2015 03:03:40 PM,,,\
10361004,HY540033,12/16/2015 08:40:53 PM,008XX N MASSASOIT AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,true,false,1511,015,29,25,18,,,2015,07/09/2016 03:47:38 PM,,,\
11050206,JA385412,08/09/2017 09:00:00 AM,002XX W 37TH PL,0620,BURGLARY,UNLAWFUL ENTRY,CHA APARTMENT,false,false,0915,009,3,34,05,,,2017,08/19/2017 03:48:07 PM,,,\
10549606,HZ295792,06/03/2016 05:20:00 PM,001XX N CLINTON St,0890,THEFT,FROM BUILDING,OTHER RAILROAD PROP / TRAIN DEPOT,false,false,0121,001,42,28,06,,,2016,06/10/2016 03:52:39 PM,,,\
11015516,JA345047,07/11/2017 08:15:00 AM,0000X N CLARK ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0122,001,42,32,06,,,2017,07/18/2017 03:52:43 PM,,,\
10641197,HZ392889,07/19/2015 10:00:00 AM,008XX S MILLER ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1232,012,25,28,11,,,2015,08/16/2016 03:49:23 PM,,,\
11020608,JA351409,04/04/2015 08:00:00 AM,004XX W 70TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0732,007,6,68,11,,,2015,07/18/2017 03:52:43 PM,,,\
11020627,JA351423,09/28/2012 05:00:00 AM,059XX S ASHLAND AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,0714,007,15,67,11,,,2012,07/18/2017 03:52:43 PM,,,\
11024698,JA354259,01/01/2014 09:00:00 AM,050XX S WOODLAWN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0222,002,4,39,11,,,2014,07/20/2017 03:55:01 PM,,,\
10937732,JA254540,10/01/2014 08:00:00 PM,074XX S LANGLEY AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0323,003,6,69,17,,,2014,07/20/2017 03:53:12 PM,,,\
11061793,JA396498,08/13/2017 11:40:00 PM,006XX W WILLOW ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,false,1813,018,43,7,14,,,2017,08/21/2017 03:52:56 PM,,,\
10816486,JA116245,08/29/2015 11:00:00 AM,095XX S WALLACE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENCE,false,false,2223,022,21,73,11,,,2015,01/15/2017 03:52:12 PM,,,\
10317043,HY497812,11/11/2015 01:47:39 PM,062XX S ARTESIAN AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,0825,008,15,66,18,,,2015,06/25/2016 03:51:43 PM,,,\
11247556,JB174410,11/05/2017 09:00:00 AM,053XX N SHERIDAN RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2023,020,48,77,11,,,2017,03/06/2018 04:00:51 PM,,,\
11248202,JB175282,11/07/2017 12:01:00 AM,015XX E 72ND ST,0810,THEFT,OVER $500,STREET,false,false,0324,003,5,43,06,,,2017,03/06/2018 04:00:51 PM,,,\
11247876,JB174736,10/23/2013 12:00:00 PM,065XX S MARSHFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0725,007,15,67,11,,,2013,03/06/2018 04:00:51 PM,,,\
11247561,JB174474,01/12/2017 11:00:00 AM,001XX N PARKSIDE AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,1512,015,29,25,11,,,2017,03/06/2018 04:00:51 PM,,,\
11247625,JB174596,09/01/2016 12:00:00 PM,113XX S FOREST AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0531,005,9,49,11,,,2016,03/06/2018 04:00:51 PM,,,\
11247382,JB174162,01/01/2016 12:00:00 AM,028XX W 22ND PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,1033,010,12,30,11,,,2016,03/06/2018 04:00:51 PM,,,\
11247830,JB174946,11/17/2017 09:00:00 AM,022XX N LECLAIRE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2522,025,31,19,11,,,2017,03/06/2018 04:00:51 PM,,,\
11247924,JB174201,11/01/2011 09:00:00 AM,116XX S ABERDEEN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0524,005,34,53,11,,,2011,03/06/2018 04:00:51 PM,,,\
11247613,JB174553,12/15/2017 12:00:00 PM,0000X E DELAWARE PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1833,018,42,8,11,,,2017,03/06/2018 04:00:51 PM,,,\
11247675,JB174740,07/03/2016 12:01:00 AM,049XX W KINZIE ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,true,false,1532,015,28,25,02,,,2016,08/24/2018 04:06:36 PM,,,\
11248233,JB175401,04/06/2017 08:00:00 AM,071XX S UNION AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,true,false,0732,007,6,68,02,,,2017,12/17/2018 04:13:25 PM,,,\
11248232,JB175328,03/06/2016 08:00:00 AM,062XX S TRIPP AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,true,0813,008,23,65,20,,,2016,12/18/2018 04:13:04 PM,,,\
11248252,JB175322,04/01/2017 09:00:00 AM,009XX W 77TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0621,006,17,71,11,,,2017,03/06/2018 04:00:51 PM,,,\
11247621,JB174594,03/15/2017 01:00:00 PM,057XX S OAK PARK AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,0811,008,23,56,11,,,2017,03/06/2018 04:00:51 PM,,,\
11247943,JB174855,05/28/2017 11:30:00 PM,003XX S WACKER DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,false,true,0122,001,2,32,08B,,,2017,03/06/2018 04:00:51 PM,,,\
10568438,HZ316534,06/20/2016 10:18:00 PM,024XX E 71ST ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0334,003,7,43,03,,,2016,06/27/2016 03:51:44 PM,,,\
11026503,JA357600,02/13/2015 12:00:00 AM,080XX S CRANDON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,HOSPITAL BUILDING/GROUNDS,false,false,0414,004,8,46,11,,,2015,07/22/2017 03:52:17 PM,,,\
11026680,JA357876,01/05/2015 12:00:00 AM,056XX W WASHINGTON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1513,015,29,25,11,,,2015,07/22/2017 03:52:17 PM,,,\
10828474,HZ554874,09/24/2005 12:00:00 AM,029XX S STATE ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,false,true,0133,001,3,35,02,,,2005,07/22/2017 03:50:28 PM,,,\
11248829,JB175996,12/03/2017 08:30:00 AM,014XX S STATE ST,0890,THEFT,FROM BUILDING,STREET,false,false,0131,001,2,33,06,,,2017,03/07/2018 04:15:21 PM,,,\
10369912,HY547860,12/23/2015 03:55:00 PM,036XX W DIVISION ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SMALL RETAIL STORE,true,false,1112,011,27,23,18,,,2015,07/23/2016 03:48:37 PM,,,\
11251088,JB178994,07/07/2013 08:00:00 PM,028XX W DIVERSEY AVE,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,false,1411,014,35,21,02,,,2013,03/09/2018 03:55:02 PM,,,\
11250483,JB177862,01/01/2013 12:01:00 AM,066XX S MAY ST,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE,false,false,0724,007,17,68,02,,,2013,03/09/2018 03:55:02 PM,,,\
10582514,HZ330845,06/29/2016 10:00:00 PM,015XX N TALMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1423,014,26,24,14,,,2016,07/06/2016 03:58:02 PM,,,\
11250472,JB178229,07/14/2017 09:00:00 AM,108XX S MORGAN ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,false,false,2234,022,34,75,26,,,2017,03/09/2018 03:55:02 PM,,,\
11251437,JB179542,10/08/2014 12:00:00 PM,059XX S PRINCETON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0711,007,20,68,11,,,2014,03/10/2018 03:49:20 PM,,,\
11251529,JB179700,08/25/2017 12:00:00 AM,009XX N LEAVITT ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1212,012,32,24,11,,,2017,03/10/2018 03:49:20 PM,,,\
10655635,HZ405706,04/21/2015 09:00:00 AM,008XX N MASSASOIT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1511,015,29,25,11,,,2015,08/25/2016 03:50:02 PM,,,\
10894027,HX539909,12/12/2014 05:42:00 PM,075XX S KINGSTON AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,true,false,0421,004,7,43,18,,,2014,07/22/2017 03:50:28 PM,,,\
10318014,HY489235,11/04/2015 02:10:00 PM,012XX W FOSTER AVE,2031,NARCOTICS,POSS: METHAMPHETAMINES,APARTMENT,true,false,2033,020,46,3,18,,,2015,07/16/2016 03:45:53 PM,,,\
10599334,HZ349655,07/09/2016 10:00:00 PM,002XX E CHESTNUT ST,1360,CRIMINAL TRESPASS,TO VEHICLE,APARTMENT,false,false,1833,018,42,8,26,,,2016,07/16/2016 03:47:54 PM,,,\
10596495,HZ346978,06/29/2016 04:55:00 PM,074XX W ADDISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1631,016,36,17,14,,,2016,07/14/2016 03:51:03 PM,,,\
10652358,HZ402425,04/20/2012 09:00:00 AM,022XX E 70TH ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,false,false,0331,003,5,43,11,,,2012,08/23/2016 03:51:31 PM,,,\
10590413,HZ340694,07/07/2016 03:00:00 PM,001XX N JEFFERSON ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,0121,001,42,28,06,,,2016,07/14/2016 03:51:03 PM,,,\
10593124,HZ340755,07/07/2016 02:50:00 PM,101XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,false,false,0511,005,8,50,14,,,2016,07/14/2016 03:51:03 PM,,,\
10947048,JA266295,12/23/2013 08:00:00 AM,0000X W WACKER DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,GOVERNMENT BUILDING/PROPERTY,false,false,0111,001,42,32,11,,,2013,05/17/2017 03:52:49 PM,,,\
10342547,HY506163,11/18/2015 12:20:00 PM,011XX N WASHTENAW AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1211,012,1,24,18,,,2015,07/16/2016 03:45:53 PM,,,\
10342577,HY498912,11/12/2015 01:06:00 PM,056XX S LAFLIN ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,0713,007,16,67,18,,,2015,07/16/2016 03:45:53 PM,,,\
10342589,HY500471,11/13/2015 05:53:00 PM,007XX N CHRISTIANA AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1121,011,27,23,18,,,2015,07/16/2016 03:45:53 PM,,,\
10342595,HY510388,11/21/2015 06:00:00 PM,005XX N ST CLAIR ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESIDENCE PORCH/HALLWAY,true,false,1834,018,42,8,18,,,2015,07/16/2016 03:45:53 PM,,,\
10342608,HY489206,11/04/2015 04:19:57 PM,057XX S MAY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,true,false,0712,007,16,68,18,,,2015,07/16/2016 03:45:53 PM,,,\
10362049,HY533162,12/09/2015 09:30:00 AM,042XX W HADDON AVE,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,1111,011,37,23,18,,,2015,07/16/2016 03:47:54 PM,,,\
10362055,HY514482,10/20/2015 05:00:00 PM,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,true,false,1651,016,41,76,18,,,2015,07/16/2016 03:47:54 PM,,,\
10362058,HY514484,10/21/2015 05:00:00 PM,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,true,false,1651,016,41,76,18,,,2015,07/16/2016 03:47:54 PM,,,\
10111611,HX505212,06/17/2008 12:01:00 AM,016XX W JONQUIL TER,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2422,024,49,1,20,,,2008,08/17/2015 03:03:40 PM,,,\
10947084,JA266616,10/01/2011 12:00:00 AM,012XX S CALIFORNIA BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1023,010,28,29,11,,,2011,05/17/2017 03:52:49 PM,,,\
10370782,HY555862,12/31/2015 06:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,true,false,1134,011,24,29,18,,,2015,07/19/2016 04:00:08 PM,,,\
10376276,HY321010,06/29/2015 03:27:00 PM,039XX W LEXINGTON ST,2050,NARCOTICS,CRIMINAL DRUG CONSPIRACY,SIDEWALK,true,false,1132,011,24,26,18,,,2015,07/19/2016 04:00:08 PM,,,\
11248403,JB174573,12/10/2017 11:00:00 PM,022XX W COULTER ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1034,010,25,31,26,,,2017,03/07/2018 04:15:21 PM,,,\
11248976,JB170105,01/01/2012 12:01:00 AM,087XX S ABERDEEN ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2222,022,21,71,20,,,2012,03/07/2018 04:15:21 PM,,,\
11248839,JB175778,02/10/2018 02:10:00 PM,003XX W CONCORD PL,0820,THEFT,$500 AND UNDER,STREET,false,false,1814,018,43,7,06,,,2018,03/07/2018 04:15:21 PM,,,\
11248679,JB176127,12/01/2016 12:00:00 AM,022XX S WHIPPLE ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,1033,010,12,30,02,,,2016,03/07/2018 04:15:21 PM,,,\
11248358,JB175579,01/15/2017 06:00:00 PM,0000X N WACKER DR,0890,THEFT,FROM BUILDING,OTHER,false,false,0122,001,42,32,06,,,2017,03/07/2018 04:15:21 PM,,,\
11248565,JB175685,05/06/2017 09:00:00 AM,054XX S ARCHER AVE,0560,ASSAULT,SIMPLE,OTHER,false,true,0814,008,23,56,08A,,,2017,03/07/2018 04:15:21 PM,,,\
11248499,JB175795,12/11/2017 12:01:00 AM,086XX S STATE ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,GAS STATION,true,false,0632,006,6,44,26,,,2017,03/07/2018 04:15:21 PM,,,\
11248717,JB175586,08/08/2016 10:00:00 AM,050XX W FULLERTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,2521,025,31,19,11,,,2016,03/14/2018 03:52:44 PM,,,\
11248965,JB170061,01/01/2017 12:01:00 AM,094XX S EMERALD AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,2223,022,21,73,20,,,2017,03/07/2018 04:15:21 PM,,,\
11248524,JB174972,12/04/2017 02:00:00 PM,079XX S WASHTENAW AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0835,008,18,70,26,,,2017,03/07/2018 04:15:21 PM,,,\
11248978,JB176174,01/01/2011 12:01:00 AM,076XX N ASHLAND AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2422,024,49,1,20,,,2011,03/07/2018 04:15:21 PM,,,\
10947085,JA266562,01/28/2014 05:36:00 PM,050XX W WASHINGTON BLVD,0810,THEFT,OVER $500,APARTMENT,false,false,1532,015,28,25,06,,,2014,05/17/2017 03:52:49 PM,,,\
11248838,JB175768,03/06/2015 10:05:00 AM,015XX N KOLIN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2534,025,37,23,11,,,2015,03/07/2018 04:15:21 PM,,,\
11248718,JB175833,12/29/2017 05:05:00 PM,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1833,018,42,8,06,,,2017,03/07/2018 04:15:21 PM,,,\
2074414,HH288331,04/05/2002 10:30:00 PM,069XX S CALUMET AV,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0322,003,,,18,,,2002,08/17/2015 03:03:40 PM,,,\
11248805,JB176171,10/28/2017 06:00:00 PM,005XX W LAKE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,ATM (AUTOMATIC TELLER MACHINE),false,false,0121,001,42,28,11,,,2017,03/07/2018 04:15:21 PM,,,\
11248849,JB176098,07/01/2017 12:01:00 AM,042XX S WABASH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0213,002,3,38,11,,,2017,03/07/2018 04:15:21 PM,,,\
11248969,JB166590,01/01/2016 12:01:00 AM,040XX N ASHLAND AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,true,true,1912,019,47,6,20,,,2016,10/16/2018 04:03:51 PM,,,\
11248837,JB175969,03/01/2016 02:20:00 PM,009XX N LEAVITT ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1212,012,32,24,11,,,2016,03/07/2018 04:15:21 PM,,,\
11248973,JB170162,01/01/2017 12:01:00 AM,095XX S CONSTANCE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,0431,004,7,51,02,,,2017,03/07/2018 04:15:21 PM,,,\
11248354,JB175521,02/06/2017 12:01:00 AM,083XX S ELLIS AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,0632,006,8,44,11,,,2017,03/07/2018 04:15:21 PM,,,\
11248826,JB176249,03/06/2013 07:10:00 PM,016XX N SAYRE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2513,025,36,25,11,,,2013,03/07/2018 04:15:21 PM,,,\
7818024,HS628367,09/28/2010 12:01:00 AM,054XX N SHERIDAN RD,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,true,false,2023,020,48,77,02,,,2010,09/13/2016 03:53:25 PM,,,\
10947181,JA265541,04/07/2017 05:00:00 PM,039XX N PINE GROVE AVE,0810,THEFT,OVER $500,CONSTRUCTION SITE,false,false,1925,019,46,6,06,,,2017,05/17/2017 03:52:49 PM,,,\
11248681,JB175859,03/06/2016 09:00:00 AM,043XX W 31ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1031,010,22,30,11,,,2016,03/07/2018 04:15:21 PM,,,\
11248298,JB175452,05/09/2011 12:00:00 AM,030XX W 51ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0923,009,14,63,11,,,2011,03/07/2018 04:15:21 PM,,,\
11249043,JB171728,10/06/2016 12:00:00 AM,056XX S SANGAMON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,false,false,0712,007,16,68,26,,,2016,03/07/2018 04:15:21 PM,,,\
11248411,JB174456,08/12/2017 03:00:00 AM,028XX W 21ST ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,true,1023,010,12,30,02,,,2017,03/07/2018 04:15:21 PM,,,\
11248841,JB175990,12/03/2017 08:30:00 AM,014XX S STATE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0131,001,2,33,11,,,2017,03/07/2018 04:15:21 PM,,,\
11248616,JB175870,01/01/2013 04:00:00 PM,070XX S MAPLEWOOD AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0832,008,18,66,17,,,2013,03/07/2018 04:15:21 PM,,,\
11248508,JB175562,12/30/2017 08:00:00 PM,009XX E 87TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,0632,006,8,44,07,,,2017,03/07/2018 04:15:21 PM,,,\
11248490,JB175710,10/31/2013 12:00:00 PM,007XX E 46TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0221,002,4,38,11,,,2013,03/07/2018 04:15:21 PM,,,\
11248338,JB175558,12/19/2017 12:00:00 PM,055XX S SHORE DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0235,002,5,41,11,,,2017,03/07/2018 04:15:21 PM,,,\
10605678,HZ357649,07/21/2015 10:05:00 PM,045XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,0215,002,3,38,14,,,2015,07/21/2016 03:55:21 PM,,,\
11248840,JB175972,09/21/2017 12:50:00 AM,061XX N Kirkwood Ave,0820,THEFT,$500 AND UNDER,OTHER,false,false,1711,017,39,12,06,,,2017,03/07/2018 04:15:21 PM,,,\
11248819,JB176178,12/01/2017 12:01:00 AM,004XX W EVERGREEN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,true,1821,018,27,8,26,,,2017,03/07/2018 04:15:21 PM,,,\
11248833,JB175965,12/16/2017 04:39:00 PM,003XX W Huron St,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,1831,018,42,8,06,,,2017,03/07/2018 04:15:21 PM,,,\
10599192,HZ350510,12/28/2015 03:38:00 AM,034XX W CHICAGO AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,true,true,1121,011,27,23,02,,,2015,01/18/2017 03:48:43 PM,,,\
